candidate_id,name,current_title,experience_years,skills,projects,technical_domains,current_company,company_type,location,github_url,portfolio_url,last_login,profile_updated_at,recruiter_response_rate,notice_period,relocation_preference,open_to_work,_profile_type
C1067,Candidate C1067,ML Researcher,9,Python|vector search|FAISS|Redis|Git|Azure|Kafka|Spark|pandas,Text summarisation with BART|Sentiment analysis classifier for product reviews|Image classification with ResNet,computer vision|NLP,Microsoft Research India,research,Bangalore,,,2026-03-14,2026-06-08,0.82,30,maybe,True,research
C1068,Candidate C1068,Senior ML Engineer,7,production ML|MAP|re-ranking|prompt engineering|ChatGPT|OpenAI API|LLM chains|MongoDB|Jupyter|Git|Azure,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Text summarisation with BART|Deployed LangChain pipeline for PDF summarisation,CV|robotics,Swiggy,product,Bangalore,,https://portfolio.dev/c1068,2026-03-28,2026-05-30,0.84,60,no,True,medium
C1069,Candidate C1069,Search Engineer,3,FastAPI|NDCG|scikit-learn|PostgreSQL|production ML|ranking evaluation|LLM chains|GCP|Keras|Git|pandas|MongoDB|Linux,Built semantic search system for product discovery using FAISS and sentence-transformers|Time series forecasting with LSTM|Created GPT-4 powered Q&A system using LlamaIndex,search|information retrieval,Cognizant,service,Bangalore,,,2026-06-18,2026-06-03,0.19,15,no,True,weak
C1070,Candidate C1070,Research Scientist,9,vector search|sentence-transformers|Jupyter|Keras|GCP|Git|Spark|Kafka|NumPy,Time series forecasting with LSTM|Image classification with ResNet|Sentiment analysis classifier for product reviews,search|information retrieval,IISc,research,Noida,,,2026-04-12,2026-05-27,0.49,30,no,True,research
C1071,Candidate C1071,Generative AI Specialist,7,PostgreSQL|embeddings|Weaviate|ChromaDB|OpenAI API|RAG|Redis|Git|GCP,Re-ranked search results using cross-encoder model; improved MRR by 22%|Image classification with ResNet|Deployed LangChain pipeline for PDF summarisation,ranking|search|NLP,Wipro,service,Delhi,https://github.com/candidate_c1071,,2026-04-29,2026-06-19,0.84,30,maybe,True,medium
C1072,Candidate C1072,Senior ML Engineer,4,FAISS|hybrid retrieval|sparse retrieval|LlamaIndex|ChatGPT|Pinecone|SQL|GCP|Azure|MongoDB,Re-ranked search results using cross-encoder model; improved MRR by 22%|Sentiment analysis classifier for product reviews|Image classification with ResNet,search|information retrieval,Exotel,product,Hyderabad,,,2026-04-10,2026-06-11,0.49,0,yes,True,medium
C1073,Candidate C1073,Research Scientist,5,FAISS|sentence-transformers|Python|Redis|Linux|NumPy|GCP,Image classification with ResNet|Text summarisation with BART|Sentiment analysis classifier for product reviews,speech|audio,IIT Research Lab,research,Remote,,,2026-02-23,2026-06-14,0.43,0,no,True,research
C1074,Candidate C1074,AI Developer,2,AutoGPT|GPT-4|OpenAI API|LLM chains|Weaviate|prompt engineering|RAG|LangGraph|LangChain|LlamaIndex|ChromaDB|GCP|AWS,Fine-tuned LLM using LoRA for customer support chatbot|Created GPT-4 powered Q&A system using LlamaIndex|Built RAG chatbot using LangChain and OpenAI,recommendation systems,Cognizant,service,Kolkata,,,2026-06-19,2026-06-16,0.59,30,no,True,trap
C1075,Candidate C1075,Research Scientist,5,learning-to-rank|MRR|Weaviate|LangGraph|Linux|Redis|GCP|matplotlib|Jupyter,Built and productionised candidate ranking API using FastAPI and vector search|Fine-tuned LLM using LoRA for customer support chatbot|Sentiment analysis classifier for product reviews,NLP|text classification,HCL,service,Bangalore,,,2026-02-26,2026-05-15,0.4,30,no,False,weak
C1076,Candidate C1076,LLM Engineer,3,prompt engineering|LlamaIndex|ChromaDB|Pinecone|LLM chains|LangChain|Weaviate|RAG|LangGraph|AWS|GCP,Built LangGraph agent for automated research|Deployed LangChain pipeline for PDF summarisation|Built document QA system with Pinecone vector store,computer vision|NLP,TCS,service,Noida,,,2026-06-10,2026-06-18,0.77,45,yes,False,trap
C1077,Candidate C1077,Principal Engineer,6,embeddings|re-ranking|MRR|A/B testing|Python|RAG|LangChain|GPT-4|LLM chains|REST APIs|pandas|GCP,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Named entity recognition model using spaCy|Built RAG chatbot using LangChain and OpenAI,computer vision|NLP,Zomato,product,Noida,,,2026-02-22,2026-06-29,0.49,15,yes,False,medium
C1078,Candidate C1078,Search Engineer,6,scikit-learn|semantic search|hybrid retrieval|prompt engineering|Weaviate|Spark|SQL|Keras|matplotlib,"Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP|Sentiment analysis classifier for product reviews|Image classification with ResNet",speech|audio,CRED,product,Noida,,,2026-03-06,2026-05-28,0.55,15,yes,False,medium
C1079,Candidate C1079,Research Scientist,9,Python|FAISS|vector search|BM25|REST APIs|NumPy|Redis|MongoDB,Named entity recognition model using spaCy|Sentiment analysis classifier for product reviews,generative AI|LLMs,IIT Research Lab,research,Remote,https://github.com/candidate_c1079,,2026-03-02,2026-06-17,0.65,0,yes,True,research
C1080,Candidate C1080,Principal Engineer,7,vector search|embeddings|Docker|ranking evaluation|RAG|AutoGPT|LangChain|prompt engineering|pandas|matplotlib|SQL|GCP,Owned A/B testing infrastructure for ranking experiments at scale|Named entity recognition model using spaCy|Created AI assistant using OpenAI function calling,generative AI|LLMs,Capgemini,service,Hyderabad,https://github.com/candidate_c1080,,2026-03-10,2026-06-22,0.49,15,maybe,False,medium
C1081,Candidate C1081,ML Researcher,5,hybrid retrieval|vector search|FAISS|Spark|Kafka|Linux|GCP|MongoDB|REST APIs|Jupyter,Sentiment analysis classifier for product reviews|Named entity recognition model using spaCy|Text summarisation with BART,recommendation systems,IIT Research Lab,research,Noida,,,2026-03-18,2026-05-19,0.69,0,yes,True,research
C1082,Candidate C1082,Generative AI Specialist,3,GPT-4|AutoGPT|Pinecone|ChatGPT|LlamaIndex|prompt engineering|Spark|MongoDB|Keras,Built document QA system with Pinecone vector store|Built LangGraph agent for automated research|Deployed LangChain pipeline for PDF summarisation,LLM applications|RAG,Capgemini,service,Delhi,,,2026-06-22,2026-06-15,0.53,45,no,True,trap
C1083,Candidate C1083,Generative AI Specialist,4,LangChain|LLM chains|GPT-4|OpenAI API|AutoGPT|RAG|ChatGPT|Weaviate|ChromaDB|pandas|Redis|Git|Linux,Created GPT-4 powered Q&A system using LlamaIndex|Built document QA system with Pinecone vector store|Deployed LangChain pipeline for PDF summarisation,search|information retrieval,Capgemini,service,Chennai,,,2026-06-16,2026-05-27,0.73,90,no,True,trap
C1084,Candidate C1084,Generative AI Specialist,5,LlamaIndex|prompt engineering|ChatGPT|OpenAI API|AutoGPT|LangChain|RAG|Git|REST APIs,Built document QA system with Pinecone vector store|Created GPT-4 powered Q&A system using LlamaIndex,search|information retrieval,Capgemini,service,Mumbai,,,2026-06-29,2026-05-17,0.4,15,maybe,False,trap
C1085,Candidate C1085,AI Developer,5,prompt engineering|Weaviate|LangChain|LangGraph|AutoGPT|RAG|ChatGPT|OpenAI API|LLM chains|GPT-4|Linux|Jupyter,Created GPT-4 powered Q&A system using LlamaIndex|Built LangGraph agent for automated research|Created AI assistant using OpenAI function calling|Fine-tuned LLM using LoRA for customer support chatbot,LLM applications|RAG,Infosys,service,Bangalore,,,2026-06-23,2026-05-12,0.56,30,no,False,trap
C1086,Candidate C1086,AI Developer,8,dense retrieval|Kubernetes|LangChain|LangGraph|AutoGPT|OpenAI API|matplotlib|pandas|MongoDB,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Time series forecasting with LSTM|Created GPT-4 powered Q&A system using LlamaIndex,speech|audio,TCS,service,Bangalore,,,2026-06-12,2026-06-17,0.16,90,maybe,False,weak
C1087,Candidate C1087,LLM Engineer,4,ChromaDB|LangChain|GPT-4|LLM chains|OpenAI API|Weaviate|LlamaIndex|prompt engineering|Pinecone|RAG|AutoGPT|LangGraph|MongoDB|Keras|matplotlib|TensorFlow,Built LangGraph agent for automated research|Created AI assistant using OpenAI function calling,computer vision|NLP,Infosys,service,Mumbai,https://github.com/candidate_c1087,https://portfolio.dev/c1087,2026-06-15,2026-05-15,0.93,0,yes,False,trap
C1088,Candidate C1088,Principal Engineer,7,scikit-learn|NDCG|ChatGPT|GPT-4|ChromaDB|prompt engineering|pandas|GCP|MongoDB|Redis|NumPy|Azure,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Time series forecasting with LSTM|Deployed LangChain pipeline for PDF summarisation,search|information retrieval,Turing,product,Chennai,,,2026-06-04,2026-06-26,0.47,45,maybe,True,medium
C1089,Candidate C1089,Data Scientist,5,NDCG|hybrid retrieval|vector search|sentence-transformers|BM25|sparse retrieval|learning-to-rank|Kubernetes|PostgreSQL|Docker|scikit-learn|FAISS|Python|PyTorch|Git|MongoDB|pandas|Azure|SQL,Owned A/B testing infrastructure for ranking experiments at scale|Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10,speech|audio,PhonePe,product,Chennai,https://github.com/candidate_c1089,https://portfolio.dev/c1089,2026-06-03,2026-06-16,0.67,15,maybe,False,strong
C1090,Candidate C1090,ML Engineer,4,sparse retrieval|MRR|FastAPI|re-ranking|ChromaDB|Spark|matplotlib|Redis|NumPy|Linux,Re-ranked search results using cross-encoder model; improved MRR by 22%|Created GPT-4 powered Q&A system using LlamaIndex|Fine-tuned LLM using LoRA for customer support chatbot,recommendation systems,Wipro,service,Remote,,,2026-06-21,2026-06-06,0.2,60,no,True,weak
C1091,Candidate C1091,AI Developer,3,OpenAI API|Weaviate|ChromaDB|RAG|ChatGPT|GPT-4|AutoGPT|prompt engineering|Keras|TensorFlow|REST APIs,Created GPT-4 powered Q&A system using LlamaIndex|Deployed LangChain pipeline for PDF summarisation|Created AI assistant using OpenAI function calling|Built LangGraph agent for automated research,speech|audio,HCL,service,Gurgaon,,,2026-07-01,2026-05-16,0.6,90,yes,False,trap
C1092,Candidate C1092,Staff ML Engineer,8,MRR|ranking evaluation|NDCG|embeddings|vector search|sparse retrieval|dense retrieval|sentence-transformers|learning-to-rank|FastAPI|PyTorch|A/B testing|Kubernetes|REST APIs|TensorFlow|matplotlib|Keras|Kafka|Redis,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Built and productionised candidate ranking API using FastAPI and vector search|Designed hybrid retrieval pipeline combining sparse and dense embeddings,LLM applications|RAG,Redrob AI,product,Mumbai,,https://portfolio.dev/c1092,2026-06-26,2026-05-21,0.7,60,maybe,False,strong
C1093,Candidate C1093,Generative AI Specialist,2,LlamaIndex|prompt engineering|AutoGPT|LLM chains|GPT-4|ChatGPT|OpenAI API|LangGraph|ChromaDB|Pinecone|SQL|matplotlib|REST APIs,Built document QA system with Pinecone vector store|Built RAG chatbot using LangChain and OpenAI|Created AI assistant using OpenAI function calling,NLP|text classification,Cognizant,service,Hyderabad,,https://portfolio.dev/c1093,2026-06-20,2026-06-12,0.52,15,maybe,False,trap
C1094,Candidate C1094,Generative AI Specialist,5,LlamaIndex|Pinecone|LangChain|ChromaDB|AutoGPT|OpenAI API|LLM chains|prompt engineering|RAG|Weaviate|ChatGPT|LangGraph|pandas|NumPy|Linux,Created AI assistant using OpenAI function calling|Created GPT-4 powered Q&A system using LlamaIndex|Built LangGraph agent for automated research,generative AI|LLMs,Cognizant,service,Bangalore,,,2026-06-19,2026-06-30,0.78,15,no,False,trap
C1095,Candidate C1095,Research Scientist,9,re-ranking|Kubernetes|ChromaDB|AutoGPT|NumPy|Linux|AWS|MongoDB,Re-ranked search results using cross-encoder model; improved MRR by 22%|Named entity recognition model using spaCy|Image classification with ResNet,LLM applications|RAG,TCS,service,Kolkata,,,2026-01-21,2026-06-07,0.28,60,yes,True,weak
C1096,Candidate C1096,Research Scientist,8,sentence-transformers|embeddings|vector search|MAP|hybrid retrieval|ranking evaluation|Pinecone|OpenAI API|ChromaDB|Jupyter|Keras|Azure|Redis,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Time series forecasting with LSTM|Built LangGraph agent for automated research,generative AI|LLMs,Cognizant,service,Kolkata,,,2026-05-06,2026-05-31,0.29,90,maybe,True,weak
C1097,Candidate C1097,AI Developer,7,semantic search|Python|FastAPI|vector search|Elasticsearch|dense retrieval|Kubernetes|Docker|pandas|matplotlib|Azure|TensorFlow|Spark|Keras,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Built semantic search system for product discovery using FAISS and sentence-transformers,search|information retrieval,PhonePe,product,Kolkata,,,2026-06-22,2026-06-29,0.48,60,no,True,strong
C1098,Candidate C1098,LLM Engineer,5,RAG|prompt engineering|ChromaDB|LlamaIndex|LangChain|ChatGPT|Azure|pandas|REST APIs|TensorFlow,Built LangGraph agent for automated research|Created GPT-4 powered Q&A system using LlamaIndex|Fine-tuned LLM using LoRA for customer support chatbot|Built RAG chatbot using LangChain and OpenAI,ranking|search|NLP,TCS,service,Kolkata,,,2026-06-23,2026-06-09,0.86,0,no,True,trap
C1099,Candidate C1099,LLM Engineer,4,OpenAI API|GPT-4|LlamaIndex|LangChain|ChromaDB|RAG|ChatGPT|Weaviate|Pinecone|AutoGPT|Redis|Jupyter|matplotlib|AWS,Created AI assistant using OpenAI function calling|Built RAG chatbot using LangChain and OpenAI|Created GPT-4 powered Q&A system using LlamaIndex|Built document QA system with Pinecone vector store,retrieval|ranking|recommendation|NLP,Accenture,service,Mumbai,https://github.com/candidate_c1099,,2026-06-23,2026-05-07,0.73,90,yes,True,trap
C1100,Candidate C1100,Staff ML Engineer,9,PostgreSQL|scikit-learn|NDCG|Weaviate|ChatGPT|Pinecone|LangGraph|Jupyter|Kafka|TensorFlow|GCP|Spark|Keras,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Time series forecasting with LSTM|Built RAG chatbot using LangChain and OpenAI,computer vision|NLP,Accenture,service,Gurgaon,https://github.com/candidate_c1100,,2026-02-25,2026-05-22,0.3,30,yes,False,weak
C1101,Candidate C1101,AI Engineer,5,PostgreSQL|vector search|re-ranking|FastAPI|MAP|FAISS|Pinecone|SQL|Linux|NumPy|pandas|Git|Spark,Re-ranked search results using cross-encoder model; improved MRR by 22%|Built RAG chatbot using LangChain and OpenAI|Built LangGraph agent for automated research,search|information retrieval,Cognizant,service,Chennai,,,2026-05-20,2026-05-06,0.29,15,no,True,weak
C1102,Candidate C1102,Applied AI Engineer,8,A/B testing|production ML|search relevance|ranking evaluation|LangGraph|Pinecone|LlamaIndex|LangChain|matplotlib|Git|Jupyter|Redis,Built and productionised candidate ranking API using FastAPI and vector search|Named entity recognition model using spaCy|Image classification with ResNet,ranking|search|NLP,Zomato,product,Remote,,,2026-06-20,2026-07-01,0.75,0,no,True,medium
C1103,Candidate C1103,ML Engineer,5,vector search|dense retrieval|re-ranking|scikit-learn|embeddings|A/B testing|sentence-transformers|Docker|Python|BM25|TensorFlow|Azure|MongoDB|Jupyter|Git|matplotlib,Re-ranked search results using cross-encoder model; improved MRR by 22%|Built and productionised candidate ranking API using FastAPI and vector search|Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Built semantic search system for product discovery using FAISS and sentence-transformers,NLP|text classification,Dunzo,product,Chennai,https://github.com/candidate_c1103,https://portfolio.dev/c1103,2026-06-07,2026-06-24,0.68,45,no,False,strong
C1104,Candidate C1104,Senior Data Scientist,3,A/B testing|PyTorch|MRR|production ML|Python|re-ranking|prompt engineering|LLM chains|Keras|Redis|MongoDB|SQL,Built and productionised candidate ranking API using FastAPI and vector search|Sentiment analysis classifier for product reviews|Built LangGraph agent for automated research,computer vision|NLP,LTIMindtree,service,Kolkata,,,2026-04-22,2026-05-31,0.29,0,maybe,True,weak
C1105,Candidate C1105,Search Engineer,9,BM25|search relevance|FastAPI|sentence-transformers|Python|PostgreSQL|production ML|embeddings|NDCG|Elasticsearch|FAISS|learning-to-rank|scikit-learn|Jupyter|Redis|MongoDB|TensorFlow|Kafka|Azure,Owned A/B testing infrastructure for ranking experiments at scale|Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Deployed learning-to-rank model for marketplace search; 18% lift in CTR,recommendation systems,ShareChat,product,Noida,https://github.com/candidate_c1105,,2026-06-29,2026-06-12,0.35,15,yes,True,strong
C1106,Candidate C1106,LLM Engineer,2,GPT-4|Pinecone|Weaviate|LlamaIndex|ChatGPT|LangChain|GCP|Linux|SQL,Created GPT-4 powered Q&A system using LlamaIndex|Created AI assistant using OpenAI function calling|Built RAG chatbot using LangChain and OpenAI|Built LangGraph agent for automated research,ranking|search|NLP,Accenture,service,Hyderabad,,,2026-06-20,2026-05-29,0.64,90,no,True,trap
